id,subject_id,title,description,order_number,estimated_hours,status,completed_at,created_at
b2d29e18-8b28-4243-87d1-fe002cc0a78e,fe5779f3-da1c-4a12-ae9d-76076f84e88d,Physics - Core Principles and Theories,Comprehensive coverage of Core Principles and Theories as per PSEB guidelines for Physics.,3,2,pending,,2026-02-24T10:56:49.470Z
3b3cb3f5-a13c-4e98-8e02-e7565522a289,fe5779f3-da1c-4a12-ae9d-76076f84e88d,Physics - Practical Applications,Comprehensive coverage of Practical Applications as per PSEB guidelines for Physics.,4,2,completed,2026-02-09T13:53:55.892Z,2026-02-24T10:56:49.470Z
1668244d-a833-4e47-9649-b416f2ccf8d2,fe5779f3-da1c-4a12-ae9d-76076f84e88d,Physics - Advanced Analysis,Comprehensive coverage of Advanced Analysis as per PSEB guidelines for Physics.,5,2,completed,2026-02-18T02:14:30.464Z,2026-02-24T10:56:49.470Z
38dd852b-f85a-4a8a-b0ef-266d305ef9a0,1e1acbd1-ddf2-42a9-b05c-aa88798bef98,Chemistry - Introduction to the Subject,Comprehensive coverage of Introduction to the Subject as per PSEB guidelines for Chemistry.,1,2,pending,,2026-02-24T10:56:49.470Z
c9782455-f90c-446a-a969-7a92d5857197,1e1acbd1-ddf2-42a9-b05c-aa88798bef98,Chemistry - Fundamental Concepts,Comprehensive coverage of Fundamental Concepts as per PSEB guidelines for Chemistry.,2,2,completed,2026-02-10T10:08:46.720Z,2026-02-24T10:56:49.470Z
048ee5e4-a39e-44c2-8ecd-0e6fb6310b02,1e1acbd1-ddf2-42a9-b05c-aa88798bef98,Chemistry - Core Principles and Theories,Comprehensive coverage of Core Principles and Theories as per PSEB guidelines for Chemistry.,3,2,pending,,2026-02-24T10:56:49.470Z
b5c592f8-90a0-4ac9-9dc0-82af57aef8be,1e1acbd1-ddf2-42a9-b05c-aa88798bef98,Chemistry - Practical Applications,Comprehensive coverage of Practical Applications as per PSEB guidelines for Chemistry.,4,2,pending,,2026-02-24T10:56:49.470Z
2d5c3470-7789-4460-b050-be7adcbe3226,1e1acbd1-ddf2-42a9-b05c-aa88798bef98,Chemistry - Advanced Analysis,Comprehensive coverage of Advanced Analysis as per PSEB guidelines for Chemistry.,5,2,pending,,2026-02-24T10:56:49.470Z
8ca5c078-ab15-4566-99fa-498b818432bf,1e1acbd1-ddf2-42a9-b05c-aa88798bef98,Chemistry - Case Studies and Examples,Comprehensive coverage of Case Studies and Examples as per PSEB guidelines for Chemistry.,6,2,pending,,2026-02-24T10:56:49.470Z
baa1bbe2-7f32-4834-98ad-f5e9cbb11da1,1e1acbd1-ddf2-42a9-b05c-aa88798bef98,Chemistry - Revision and Summary,Comprehensive coverage of Revision and Summary as per PSEB guidelines for Chemistry.,7,2,pending,,2026-02-24T10:56:49.470Z
8bba3793-b356-4470-bfc3-c9e4915607bb,1e1acbd1-ddf2-42a9-b05c-aa88798bef98,Chemistry - Final Assessment Prep,Comprehensive coverage of Final Assessment Prep as per PSEB guidelines for Chemistry.,8,2,pending,,2026-02-24T10:56:49.470Z
98eca07d-ba1d-447a-a2d7-942b0a87e074,1be5dc1f-319f-4798-aecf-9fc10e4c3f7c,Biology - Introduction to the Subject,Comprehensive coverage of Introduction to the Subject as per PSEB guidelines for Biology.,1,2,completed,2026-02-08T09:22:36.928Z,2026-02-24T10:56:49.470Z
5d423ce6-6e66-42dc-9ac9-f4c21a4058d6,1be5dc1f-319f-4798-aecf-9fc10e4c3f7c,Biology - Fundamental Concepts,Comprehensive coverage of Fundamental Concepts as per PSEB guidelines for Biology.,2,2,pending,,2026-02-24T10:56:49.470Z
c4fb3da1-e014-4010-bd99-4708f83086d3,1be5dc1f-319f-4798-aecf-9fc10e4c3f7c,Biology - Core Principles and Theories,Comprehensive coverage of Core Principles and Theories as per PSEB guidelines for Biology.,3,2,pending,,2026-02-24T10:56:49.470Z
dd663135-cfb0-4eed-ba18-c35ae97246ee,1be5dc1f-319f-4798-aecf-9fc10e4c3f7c,Biology - Practical Applications,Comprehensive coverage of Practical Applications as per PSEB guidelines for Biology.,4,2,pending,,2026-02-24T10:56:49.470Z
031b6e22-c8b6-434f-a8f9-6150bdf228ee,1be5dc1f-319f-4798-aecf-9fc10e4c3f7c,Biology - Advanced Analysis,Comprehensive coverage of Advanced Analysis as per PSEB guidelines for Biology.,5,2,completed,2026-02-17T11:31:10.652Z,2026-02-24T10:56:49.470Z
2b696341-7d0c-41cd-addb-31ffedbfd60c,59bf381e-cd09-4407-949f-64cd39ca183a,History of Punjab - Introduction to the Subject,Comprehensive coverage of Introduction to the Subject as per PSEB guidelines for History of Punjab.,1,2,pending,,2026-02-24T10:56:49.470Z
abdd7aef-9bbf-4a57-9c7b-2103ae0a1f31,59bf381e-cd09-4407-949f-64cd39ca183a,History of Punjab - Fundamental Concepts,Comprehensive coverage of Fundamental Concepts as per PSEB guidelines for History of Punjab.,2,2,pending,,2026-02-24T10:56:49.470Z
fa81270e-2258-4dfb-a023-b30b0a7a4990,59bf381e-cd09-4407-949f-64cd39ca183a,History of Punjab - Core Principles and Theories,Comprehensive coverage of Core Principles and Theories as per PSEB guidelines for History of Punjab.,3,2,completed,2026-02-23T21:13:06.194Z,2026-02-24T10:56:49.470Z
214fcf70-e9d0-42f6-96f8-3604c20c5680,59bf381e-cd09-4407-949f-64cd39ca183a,History of Punjab - Practical Applications,Comprehensive coverage of Practical Applications as per PSEB guidelines for History of Punjab.,4,2,pending,,2026-02-24T10:56:49.470Z
6472c04c-224a-43cc-af8c-f93aedc87436,59bf381e-cd09-4407-949f-64cd39ca183a,History of Punjab - Advanced Analysis,Comprehensive coverage of Advanced Analysis as per PSEB guidelines for History of Punjab.,5,2,pending,,2026-02-24T10:56:49.470Z
cc94a672-07d8-422d-a3cd-aa6307c46871,59bf381e-cd09-4407-949f-64cd39ca183a,History of Punjab - Case Studies and Examples,Comprehensive coverage of Case Studies and Examples as per PSEB guidelines for History of Punjab.,6,2,completed,2026-02-14T20:16:10.520Z,2026-02-24T10:56:49.470Z
c6434126-b2ae-4fd6-8eca-1c9e2af6941f,59bf381e-cd09-4407-949f-64cd39ca183a,History of Punjab - Revision and Summary,Comprehensive coverage of Revision and Summary as per PSEB guidelines for History of Punjab.,7,2,pending,,2026-02-24T10:56:49.470Z
a4725370-a3fb-4a5c-bd99-f00de52b756d,c1a0b039-1f5a-4851-b291-88ddf8fdad8a,Political Science - Introduction to the Subject,Comprehensive coverage of Introduction to the Subject as per PSEB guidelines for Political Science.,1,2,pending,,2026-02-24T10:56:49.470Z
be702a14-4e2f-4c91-9c68-816cd4509dd5,c1a0b039-1f5a-4851-b291-88ddf8fdad8a,Political Science - Fundamental Concepts,Comprehensive coverage of Fundamental Concepts as per PSEB guidelines for Political Science.,2,2,pending,,2026-02-24T10:56:49.470Z
f9c57c12-1f4b-4f72-a10a-ccb44fa2dccb,c1a0b039-1f5a-4851-b291-88ddf8fdad8a,Political Science - Core Principles and Theories,Comprehensive coverage of Core Principles and Theories as per PSEB guidelines for Political Science.,3,2,completed,2026-02-18T15:53:57.830Z,2026-02-24T10:56:49.470Z
94d64114-2983-46cc-855f-c90116a93e14,c1a0b039-1f5a-4851-b291-88ddf8fdad8a,Political Science - Practical Applications,Comprehensive coverage of Practical Applications as per PSEB guidelines for Political Science.,4,2,pending,,2026-02-24T10:56:49.470Z
000f6b6c-2c87-4937-90bb-481f06d817f9,c1a0b039-1f5a-4851-b291-88ddf8fdad8a,Political Science - Advanced Analysis,Comprehensive coverage of Advanced Analysis as per PSEB guidelines for Political Science.,5,2,pending,,2026-02-24T10:56:49.470Z
391dd7c7-3733-472a-8ad4-aef9e23b7c87,c1a0b039-1f5a-4851-b291-88ddf8fdad8a,Political Science - Case Studies and Examples,Comprehensive coverage of Case Studies and Examples as per PSEB guidelines for Political Science.,6,2,pending,,2026-02-24T10:56:49.470Z
8feca9af-5fad-4b20-87fb-349e01831a3a,22bc0642-55a4-427b-9c8b-45f958cc3c3a,Computer Science - Introduction to the Subject,Comprehensive coverage of Introduction to the Subject as per PSEB guidelines for Computer Science.,1,2,pending,,2026-02-24T10:56:49.470Z
36013693-2257-43fb-86ca-2be6499823c4,22bc0642-55a4-427b-9c8b-45f958cc3c3a,Computer Science - Fundamental Concepts,Comprehensive coverage of Fundamental Concepts as per PSEB guidelines for Computer Science.,2,2,completed,2026-02-09T21:17:35.260Z,2026-02-24T10:56:49.470Z
4148e706-2386-469a-99aa-8cadfb85457c,22bc0642-55a4-427b-9c8b-45f958cc3c3a,Computer Science - Core Principles and Theories,Comprehensive coverage of Core Principles and Theories as per PSEB guidelines for Computer Science.,3,2,pending,,2026-02-24T10:56:49.470Z
25ef2708-a8b1-4751-a34f-2a7a5f649876,22bc0642-55a4-427b-9c8b-45f958cc3c3a,Computer Science - Practical Applications,Comprehensive coverage of Practical Applications as per PSEB guidelines for Computer Science.,4,2,pending,,2026-02-24T10:56:49.470Z
a3e0fa39-29aa-4751-8782-a746429de0b1,22bc0642-55a4-427b-9c8b-45f958cc3c3a,Computer Science - Advanced Analysis,Comprehensive coverage of Advanced Analysis as per PSEB guidelines for Computer Science.,5,2,pending,,2026-02-24T10:56:49.470Z
d89defd5-05aa-4fec-a7e9-4d62ef3fb1e6,22bc0642-55a4-427b-9c8b-45f958cc3c3a,Computer Science - Case Studies and Examples,Comprehensive coverage of Case Studies and Examples as per PSEB guidelines for Computer Science.,6,2,pending,,2026-02-24T10:56:49.470Z
085c35f0-700f-4735-ae5e-2cdd64ab1421,22bc0642-55a4-427b-9c8b-45f958cc3c3a,Computer Science - Revision and Summary,Comprehensive coverage of Revision and Summary as per PSEB guidelines for Computer Science.,7,2,pending,,2026-02-24T10:56:49.470Z
63536983-b249-417e-8a8d-51a12e506948,a5e74ad5-8cb1-4d8e-b6c5-52f69fab4306,Physical Education - Introduction to the Subject,Comprehensive coverage of Introduction to the Subject as per PSEB guidelines for Physical Education.,1,2,completed,2026-02-24T04:44:24.714Z,2026-02-24T10:56:49.470Z
8cb386a6-ba39-45fa-bf27-c7fc15732453,a5e74ad5-8cb1-4d8e-b6c5-52f69fab4306,Physical Education - Fundamental Concepts,Comprehensive coverage of Fundamental Concepts as per PSEB guidelines for Physical Education.,2,2,pending,,2026-02-24T10:56:49.470Z
0dd02e6c-e5a5-49ec-8196-52f66b7f1c85,a5e74ad5-8cb1-4d8e-b6c5-52f69fab4306,Physical Education - Core Principles and Theories,Comprehensive coverage of Core Principles and Theories as per PSEB guidelines for Physical Education.,3,2,pending,,2026-02-24T10:56:49.470Z
d6d736b6-7fc9-4311-8cfd-8ce7479dc69e,a5e74ad5-8cb1-4d8e-b6c5-52f69fab4306,Physical Education - Practical Applications,Comprehensive coverage of Practical Applications as per PSEB guidelines for Physical Education.,4,2,completed,2026-02-17T19:46:57.112Z,2026-02-24T10:56:49.470Z
5cb8f818-316d-4fc6-82c8-3e2d16cf4890,a5e74ad5-8cb1-4d8e-b6c5-52f69fab4306,Physical Education - Advanced Analysis,Comprehensive coverage of Advanced Analysis as per PSEB guidelines for Physical Education.,5,2,pending,,2026-02-24T10:56:49.470Z
71d1b31a-1dec-46f2-a47b-0f401767fdd7,a5e74ad5-8cb1-4d8e-b6c5-52f69fab4306,Physical Education - Case Studies and Examples,Comprehensive coverage of Case Studies and Examples as per PSEB guidelines for Physical Education.,6,2,pending,,2026-02-24T10:56:49.470Z
4b3bc7af-247a-41a9-80f8-70e4d4fc13eb,a5e74ad5-8cb1-4d8e-b6c5-52f69fab4306,Physical Education - Revision and Summary,Comprehensive coverage of Revision and Summary as per PSEB guidelines for Physical Education.,7,2,pending,,2026-02-24T10:56:49.470Z
bf66d7c5-e475-4d8c-b82c-c4d041923696,a5e74ad5-8cb1-4d8e-b6c5-52f69fab4306,Physical Education - Final Assessment Prep,Comprehensive coverage of Final Assessment Prep as per PSEB guidelines for Physical Education.,8,2,pending,,2026-02-24T10:56:49.470Z
